image_name,image_path,num_roots_detected,root_lengths_pixels,total_length_pixels,mean_length_pixels,confidence_scores,mean_confidence,directory
1.JPG,/home/mvyas7/Root_phenotyping/Root_phenotyping/MaskRoot/Test_files/Root_files/9968/1.JPG,1,[150.02438661763986],150.02438661763986,150.02438661763986,[0.9703699946403503],0.9703699946403503,9968
10.JPG,/home/mvyas7/Root_phenotyping/Root_phenotyping/MaskRoot/Test_files/Root_files/9968/10.JPG,8,"[104.22539674441632, 0.0, 148.1248916810281, 0.0, 54.14213562373094, 213.6223663640868, 0.0, 294.9360748630717]",815.0508652763338,101.88135815954173,"[0.9902447462081909, 0.9821350574493408, 0.9756449460983276, 0.9609276056289673, 0.8915453553199768, 0.7853590846061707, 0.705991804599762, 0.7034000158309937]",0.874406099319458,9968
11.JPG,/home/mvyas7/Root_phenotyping/Root_phenotyping/MaskRoot/Test_files/Root_files/9968/11.JPG,11,"[0.0, 2.8284271247461903, 0.0, 0.0, 92.66904755831224, 50.62741699796949, 60.0416305603426, 138.71067811865507, 29.899494936611653, 0.0, 0.0]",374.7766952966372,34.07060866333066,"[0.9308077692985535, 0.9106748104095459, 0.9001706838607788, 0.8752502202987671, 0.868891179561615, 0.8518902063369751, 0.84835284948349, 0.8201307654380798, 0.8134926557540894, 0.7500994801521301, 0.7329617142677307]",0.8457019925117493,9968
12.JPG,/home/mvyas7/Root_phenotyping/Root_phenotyping/MaskRoot/Test_files/Root_files/9968/12.JPG,6,"[0.0, 0.0, 129.63961030678948, 0.0, 0.0, 0.0]",129.63961030678948,21.606601717798245,"[0.990611732006073, 0.9223008751869202, 0.9100021123886108, 0.8046407103538513, 0.7832557559013367, 0.7780761122703552]",0.8648145198822021,9968
13.JPG,/home/mvyas7/Root_phenotyping/Root_phenotyping/MaskRoot/Test_files/Root_files/9968/13.JPG,4,"[181.33809511662471, 119.59797974644678, 89.84062043356604, 190.85281374238608]",581.6295090390236,145.4073772597559,"[0.9949994087219238, 0.9877353310585022, 0.8910939693450928, 0.7006344199180603]",0.8936157822608948,9968
14.JPG,/home/mvyas7/Root_phenotyping/Root_phenotyping/MaskRoot/Test_files/Root_files/9968/14.JPG,4,"[904.1736649163087, 0.0, 94.91168824543149, 182.61017305526678]",1181.695526217007,295.42388155425175,"[0.9924042820930481, 0.9719646573066711, 0.9327656626701355, 0.8218309283256531]",0.929741382598877,9968
2.JPG,/home/mvyas7/Root_phenotyping/Root_phenotyping/MaskRoot/Test_files/Root_files/9968/2.JPG,4,"[0.0, 0.0, 0.0, 0.0]",0.0,0.0,"[0.9886721968650818, 0.8209472894668579, 0.7770084142684937, 0.7358084321022034]",0.8306090831756592,9968
3.JPG,/home/mvyas7/Root_phenotyping/Root_phenotyping/MaskRoot/Test_files/Root_files/9968/3.JPG,2,"[0.0, 0.0]",0.0,0.0,"[0.9708449244499207, 0.909235417842865]",0.9400401711463928,9968
4.JPG,/home/mvyas7/Root_phenotyping/Root_phenotyping/MaskRoot/Test_files/Root_files/9968/4.JPG,4,"[56.28427124746186, 0.0, 0.0, 62.42640687119279]",118.71067811865464,29.67766952966366,"[0.9718817472457886, 0.9042418003082275, 0.8016898036003113, 0.7118679881095886]",0.847420334815979,9968
5.JPG,/home/mvyas7/Root_phenotyping/Root_phenotyping/MaskRoot/Test_files/Root_files/9968/5.JPG,4,"[358.7939392393408, 27.89949493661166, 0.0, 140.95331880577436]",527.6467529817269,131.91168824543172,"[0.9257457256317139, 0.9198091626167297, 0.8778197765350342, 0.8616412281990051]",0.8962539434432983,9968
6.JPG,/home/mvyas7/Root_phenotyping/Root_phenotyping/MaskRoot/Test_files/Root_files/9968/6.JPG,3,"[176.50966799187853, 16.72792206135786, 2.8284271247461903]",196.06601717798256,65.35533905932752,"[0.9560543298721313, 0.9268138408660889, 0.8730918765068054]",0.9186533093452454,9968
7.JPG,/home/mvyas7/Root_phenotyping/Root_phenotyping/MaskRoot/Test_files/Root_files/9968/7.JPG,4,"[0.0, 0.0, 121.78174593052049, 41.11269837220805]",162.89444430272854,40.723611075682136,"[0.9144005179405212, 0.8829500079154968, 0.8802172541618347, 0.7983062267303467]",0.8689684867858887,9968
8.JPG,/home/mvyas7/Root_phenotyping/Root_phenotyping/MaskRoot/Test_files/Root_files/9968/8.JPG,4,"[24.970562748477136, 49.7989898732233, 88.18376618407363, 0.0]",162.95331880577407,40.73832970144352,"[0.9857996702194214, 0.9456572532653809, 0.8823125958442688, 0.836944043636322]",0.9126784205436707,9968
9.JPG,/home/mvyas7/Root_phenotyping/Root_phenotyping/MaskRoot/Test_files/Root_files/9968/9.JPG,4,"[0.0, 59.45584412271567, 103.94112549695436, 214.8355697996834]",378.23253941935343,94.55813485483836,"[0.9714944958686829, 0.9144341349601746, 0.8401159048080444, 0.733522355556488]",0.864891767501831,9968
IMG_9968.JPG,/home/mvyas7/Root_phenotyping/Root_phenotyping/MaskRoot/Test_files/Root_files/9968/IMG_9968.JPG,1,[0.0],0.0,0.0,[0.8218188881874084],0.8218188881874084,9968
